t,x(t),v(t),p(t),eKin(t),eSpr(t), a(t), F_Feder(t)
49.05567,-70.83501,-2.169516,-21.69516,23.53399,0,0,119.9996
49.05667,-70.83717,-2.169516,-21.69516,23.53399,0,0,119.9996
49.05767,-70.83934,-2.169516,-21.69516,23.53399,0,0,119.9996
49.05867,-70.84151,-2.169516,-21.69516,23.53399,0,0,119.9996
49.05967,-70.84367,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06067,-70.84584,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06166,-70.84801,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06266,-70.85017,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06366,-70.85234,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06466,-70.85451,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06566,-70.85667,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06666,-70.85884,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06766,-70.86101,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06866,-70.86317,-2.169516,-21.69516,23.53399,0,0,119.9996
49.06966,-70.86534,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07066,-70.86751,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07166,-70.86967,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07266,-70.87184,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07366,-70.87401,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07466,-70.87617,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07566,-70.87834,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07666,-70.88051,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07766,-70.88268,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07866,-70.88484,-2.169516,-21.69516,23.53399,0,0,119.9996
49.07965,-70.88701,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08065,-70.88918,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08165,-70.89134,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08265,-70.89351,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08365,-70.89568,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08465,-70.89784,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08565,-70.90001,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08665,-70.90218,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08765,-70.90434,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08865,-70.90651,-2.169516,-21.69516,23.53399,0,0,119.9996
49.08965,-70.90868,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09065,-70.91084,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09165,-70.91301,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09265,-70.91518,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09365,-70.91734,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09465,-70.91951,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09565,-70.92168,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09665,-70.92384,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09764,-70.92601,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09864,-70.92818,-2.169516,-21.69516,23.53399,0,0,119.9996
49.09964,-70.93034,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10064,-70.93251,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10164,-70.93468,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10264,-70.93684,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10364,-70.93901,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10464,-70.94118,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10564,-70.94334,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10664,-70.94551,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10764,-70.94768,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10864,-70.94984,-2.169516,-21.69516,23.53399,0,0,119.9996
49.10964,-70.95201,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11064,-70.95418,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11164,-70.95634,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11264,-70.95851,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11364,-70.96068,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11464,-70.96284,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11563,-70.96501,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11663,-70.96718,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11763,-70.96935,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11863,-70.97151,-2.169516,-21.69516,23.53399,0,0,119.9996
49.11963,-70.97368,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12063,-70.97585,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12163,-70.97801,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12263,-70.98018,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12363,-70.98235,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12463,-70.98451,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12563,-70.98668,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12663,-70.98885,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12763,-70.99101,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12863,-70.99318,-2.169516,-21.69516,23.53399,0,0,119.9996
49.12963,-70.99535,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13063,-70.99751,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13163,-70.99968,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13263,-71.00185,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13363,-71.00401,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13462,-71.00618,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13562,-71.00835,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13662,-71.01051,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13762,-71.01268,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13862,-71.01485,-2.169516,-21.69516,23.53399,0,0,119.9996
49.13962,-71.01701,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14062,-71.01918,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14162,-71.02135,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14262,-71.02351,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14362,-71.02568,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14462,-71.02785,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14562,-71.03001,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14662,-71.03218,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14762,-71.03435,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14862,-71.03651,-2.169516,-21.69516,23.53399,0,0,119.9996
49.14962,-71.03868,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15062,-71.04085,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15162,-71.04301,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15261,-71.04518,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15361,-71.04735,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15461,-71.04951,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15561,-71.05168,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15661,-71.05385,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15761,-71.05602,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15861,-71.05818,-2.169516,-21.69516,23.53399,0,0,119.9996
49.15961,-71.06035,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16061,-71.06252,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16161,-71.06468,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16261,-71.06685,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16361,-71.06902,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16461,-71.07118,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16561,-71.07335,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16661,-71.07552,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16761,-71.07768,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16861,-71.07985,-2.169516,-21.69516,23.53399,0,0,119.9996
49.16961,-71.08202,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1706,-71.08418,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1716,-71.08635,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1726,-71.08852,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1736,-71.09068,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1746,-71.09285,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1756,-71.09502,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1766,-71.09718,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1776,-71.09935,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1786,-71.10152,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1796,-71.10368,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1806,-71.10585,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1816,-71.10802,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1826,-71.11018,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1836,-71.11235,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1846,-71.11452,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1856,-71.11668,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1866,-71.11885,-2.169516,-21.69516,23.53399,0,0,119.9996
49.1876,-71.12102,-2.169516,-21.69516,23.53399,0,0,119.9996
49.18859,-71.12318,-2.169516,-21.69516,23.53399,0,0,119.9996
49.18959,-71.12535,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19059,-71.12752,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19159,-71.12968,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19259,-71.13185,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19359,-71.13402,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19459,-71.13618,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19559,-71.13835,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19659,-71.14052,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19759,-71.14268,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19859,-71.14485,-2.169516,-21.69516,23.53399,0,0,119.9996
49.19959,-71.14702,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20059,-71.14919,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20159,-71.15135,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20259,-71.15352,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20359,-71.15569,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20459,-71.15785,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20559,-71.16002,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20658,-71.16219,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20758,-71.16435,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20858,-71.16652,-2.169516,-21.69516,23.53399,0,0,119.9996
49.20958,-71.16869,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21058,-71.17085,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21158,-71.17302,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21258,-71.17519,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21358,-71.17735,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21458,-71.17952,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21558,-71.18169,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21658,-71.18385,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21758,-71.18602,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21858,-71.18819,-2.169516,-21.69516,23.53399,0,0,119.9996
49.21958,-71.19035,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22058,-71.19252,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22158,-71.19469,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22258,-71.19685,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22358,-71.19902,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22458,-71.20119,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22557,-71.20335,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22657,-71.20552,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22757,-71.20769,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22857,-71.20985,-2.169516,-21.69516,23.53399,0,0,119.9996
49.22957,-71.21202,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23057,-71.21419,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23157,-71.21635,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23257,-71.21852,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23357,-71.22069,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23457,-71.22285,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23557,-71.22502,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23657,-71.22719,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23757,-71.22935,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23857,-71.23152,-2.169516,-21.69516,23.53399,0,0,119.9996
49.23957,-71.23369,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24057,-71.23586,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24157,-71.23802,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24257,-71.24019,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24356,-71.24236,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24456,-71.24452,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24556,-71.24669,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24656,-71.24886,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24756,-71.25102,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24856,-71.25319,-2.169516,-21.69516,23.53399,0,0,119.9996
49.24956,-71.25536,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25056,-71.25752,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25156,-71.25969,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25256,-71.26186,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25356,-71.26402,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25456,-71.26619,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25556,-71.26836,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25656,-71.27052,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25756,-71.27269,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25856,-71.27486,-2.169516,-21.69516,23.53399,0,0,119.9996
49.25956,-71.27702,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26056,-71.27919,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26155,-71.28136,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26255,-71.28352,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26355,-71.28569,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26455,-71.28786,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26555,-71.29002,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26655,-71.29219,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26755,-71.29436,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26855,-71.29652,-2.169516,-21.69516,23.53399,0,0,119.9996
49.26955,-71.29869,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27055,-71.30086,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27155,-71.30302,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27255,-71.30519,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27355,-71.30736,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27455,-71.30952,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27555,-71.31169,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27655,-71.31386,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27755,-71.31602,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27855,-71.31819,-2.169516,-21.69516,23.53399,0,0,119.9996
49.27954,-71.32036,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28054,-71.32253,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28154,-71.32469,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28254,-71.32686,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28354,-71.32903,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28454,-71.33119,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28554,-71.33336,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28654,-71.33553,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28754,-71.33769,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28854,-71.33986,-2.169516,-21.69516,23.53399,0,0,119.9996
49.28954,-71.34203,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29054,-71.34419,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29154,-71.34636,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29254,-71.34853,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29354,-71.35069,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29454,-71.35286,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29554,-71.35503,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29654,-71.35719,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29753,-71.35936,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29853,-71.36153,-2.169516,-21.69516,23.53399,0,0,119.9996
49.29953,-71.36369,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30053,-71.36586,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30153,-71.36803,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30253,-71.37019,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30353,-71.37236,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30453,-71.37453,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30553,-71.37669,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30653,-71.37886,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30753,-71.38103,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30853,-71.38319,-2.169516,-21.69516,23.53399,0,0,119.9996
49.30953,-71.38536,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31053,-71.38753,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31153,-71.38969,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31253,-71.39186,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31353,-71.39403,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31453,-71.39619,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31553,-71.39836,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31652,-71.40053,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31752,-71.40269,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31852,-71.40486,-2.169516,-21.69516,23.53399,0,0,119.9996
49.31952,-71.40703,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32052,-71.40919,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32152,-71.41136,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32252,-71.41353,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32352,-71.4157,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32452,-71.41786,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32552,-71.42003,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32652,-71.4222,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32752,-71.42436,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32852,-71.42653,-2.169516,-21.69516,23.53399,0,0,119.9996
49.32952,-71.4287,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33052,-71.43086,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33152,-71.43303,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33252,-71.4352,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33352,-71.43736,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33451,-71.43953,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33551,-71.4417,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33651,-71.44386,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33751,-71.44603,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33851,-71.4482,-2.169516,-21.69516,23.53399,0,0,119.9996
49.33951,-71.45036,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34051,-71.45253,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34151,-71.4547,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34251,-71.45686,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34351,-71.45903,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34451,-71.4612,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34551,-71.46336,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34651,-71.46553,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34751,-71.4677,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34851,-71.46986,-2.169516,-21.69516,23.53399,0,0,119.9996
49.34951,-71.47203,-2.169516,-21.69516,23.53399,0,0,119.9996
49.35051,-71.4742,-2.169516,-21.69516,23.53399,0,0,119.9996
49.35151,-71.47636,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3525,-71.47853,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3535,-71.4807,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3545,-71.48286,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3555,-71.48503,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3565,-71.4872,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3575,-71.48936,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3585,-71.49153,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3595,-71.4937,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3605,-71.49586,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3615,-71.49803,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3625,-71.5002,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3635,-71.50237,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3645,-71.50453,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3655,-71.5067,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3665,-71.50887,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3675,-71.51103,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3685,-71.5132,-2.169516,-21.69516,23.53399,0,0,119.9996
49.3695,-71.51537,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37049,-71.51753,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37149,-71.5197,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37249,-71.52187,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37349,-71.52403,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37449,-71.5262,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37549,-71.52837,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37649,-71.53053,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37749,-71.5327,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37849,-71.53487,-2.169516,-21.69516,23.53399,0,0,119.9996
49.37949,-71.53703,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38049,-71.5392,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38149,-71.54137,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38249,-71.54353,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38349,-71.5457,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38449,-71.54787,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38549,-71.55003,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38649,-71.5522,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38749,-71.55437,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38848,-71.55653,-2.169516,-21.69516,23.53399,0,0,119.9996
49.38948,-71.5587,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39048,-71.56087,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39148,-71.56303,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39248,-71.5652,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39348,-71.56737,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39448,-71.56953,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39548,-71.5717,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39648,-71.57387,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39748,-71.57603,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39848,-71.5782,-2.169516,-21.69516,23.53399,0,0,119.9996
49.39948,-71.58037,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40048,-71.58253,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40148,-71.5847,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40248,-71.58687,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40348,-71.58904,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40448,-71.5912,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40548,-71.59337,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40648,-71.59554,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40747,-71.5977,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40847,-71.59987,-2.169516,-21.69516,23.53399,0,0,119.9996
49.40947,-71.60204,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41047,-71.6042,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41147,-71.60637,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41247,-71.60854,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41347,-71.6107,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41447,-71.61287,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41547,-71.61504,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41647,-71.6172,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41747,-71.61937,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41847,-71.62154,-2.169516,-21.69516,23.53399,0,0,119.9996
49.41947,-71.6237,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42047,-71.62587,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42147,-71.62804,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42247,-71.6302,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42347,-71.63237,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42447,-71.63454,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42546,-71.6367,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42646,-71.63887,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42746,-71.64104,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42846,-71.6432,-2.169516,-21.69516,23.53399,0,0,119.9996
49.42946,-71.64537,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43046,-71.64754,-2.169516,-21.69516,23.53399,0,0,119.9996
49.43146,-71.6497,-2.169516,-21.69516,23.53399,0,0,119.9996
